ITEM_DESCRIPTION,count
Glaze Ceramic Wall Tiles (Glossy Finish)(1890 Box),6
Glaze Ceramic Wall Tiles (Matt Finish) (1296 Box),6
Glazed Vitrified Tiles - 800X800 Mm (Rest As Per Inv),6
Glazed Vitrified Tiles Size : 600 X 1200Mm,6
Ceramic Glazed Wall Tiles Other Detailsas Per Inv,6
Polished Glazed Vitrified Tiles (Other Dtls As Per Inv & Pl),6
Glazed Vitrified Tiles O/D Details As Per Inv / Pl,6
Glazed Porcelain Tiles (Other Details Asper Inv Pl),6
"Ceramic Glazed Floor Tiles Coloured Size : 600 X 1200 Mm (2 Pcs/Box,1.44 Sqm/Box)(Other Details As Per Invoice)",6
Ceramic Glazed Tiles Digital Glazed Vitrified Tiles 600X600 Mm,6
Gvt/Pgvt Vitrified Tiles (Size:80X300 Cm) (Other Details As Per Inv & Pl),6
Ceramic Glazed Vitrified Tiles Size:600X1200 Mm (Other Dtls As Per Inv & P.List,6
Fullbody Porcelain Tiles Size : 600 X 1200 Mm (1 Box = 1.44 Sq.Mtr)(Rest As Perinv),6
Glazed Vitrified Tiles(Other Details Asper Invoice),6
"Porcelain Glazed Vitrified Tiles Size:Mosaics, Other Details As Per Inv & Pl",6
Ceramic Glazed Floor Tiles ( Other Details As Per Inv & Pkg,6
Glossy Finished Digital Color Printed Glazed Tiles Other Details As Per Inv & Pl,6
Ceramic Glazed Vitrified Tiles (Size: 500X500 Mm) - Other Details As Per Inv & Pl,6
"Ceramic Glazed Vitrified Tiles (Water Absorption Less Than 0.5%) Size: 800X1600X9 Mm (2 Pcs/Box), O/D As Per Inv & Pl",6
Glazed Vitrified Tiles (Size: 600X600 Mm) (Other Details As Per Invoice & Packing List),6
Glazed Vitrified Tiles Other Details Asper Inv. Size:60X120 Cm. Factory Inv No.Exp/14 Dt.17.04.2024,6
"Digital Ceramic Glazed Wall Tiles Size 25 Cm X 37.5 Cm1 Box = 8 Pcs,1 Box=0.75 Sqm,Mfg-Gst-24Aasfg3554B1Zj Inv.Ex2425 5",6
"Vitrified Tiles , (Rest As Per Inv And Pl)",6
Polished Glazed Vitrified Tiles Size: 800 X 800 Mm (1Box = 1.92 Sqm) (Rest As Per Inv),6
Ceramic Glazed Wall Tiles 250X400 Mm Asper Invoice,6
Ceramic Glazed Floor Tiles Size Other Details As Per Inv & Pl,6
Ceramic Glazed Wall Tiles Coloured Size:200Mm X500Mm(1Box=1.00Sqm)Water Absorption Coefficient By Weight Exceeding10%,6
Glazed Vitrified Full Body Size:600X600( 1 Box =4 Pcs ) Mfg-Marfil Tiles Llp Gst:24Abofm6290M1Zl Inv:Gstt/228 Dt:08.04.,6
Polished Glazed Vitrified Tiles Other Details As Per Inv & Pl. Tax Inv No.Gstt/220 Dt.14.04.2024.,6
Porcelain Floor Tiles (Size : 600 X 1200Mm),6
Glazed Vitrified Tiles - 600X1200 Mm (Other Details As Per Inv),6
Ceramic Glazed Vitrified Tiles Other Details As Per Packing List,6
Digital Printed Ceramic Glazed Porcelain Tiles 20 X 120 Cm,6
Polished Glazed Vitrified Tiles Size:600X1200Mm Other Dtls As Per Inv & Pl,6
Ceramic Glazed Wall Tiles (Other Details As Per Inv & Pl.),6
Ceramic Glazed Tiles Digital Glazed Vitrified Tiles 600X1200 Mm,6
Ceramic Glaze Vitrified Tiles (Size 600X 1200 Mm - 4 Pcs In One Box- 2.88Sqm),6
Digital Glaze Porcelain Tiles (7648 Box),6
Glazed Porcelain Vitrified Tiles Other Details As Per Inv & Pl,6
"Digital Ceramic Glazed Wall Tiles Size 25 Cm X 37.5 Cm,1 Box=8 Pcs,1 Box=0.75 Sqm,Mfg-Gst-24Aasfg3554B1Zj Inv.Ex2425 4 D",6
Glazed Vitrified Tiles As Per Inv. Tax Inv-Gstt/181 Dt.15.04.2024,6
"Ceramic Glazed Floor Tiles Size 400X400Mm, Other Details As Per Inv & Pl",6
Ceramic Glaze Wall Tiles(Other Dlts As Per Inv),6
Polished Glazed Vitrified Tiles Size (Cm) 60 X 120,6
Ceramic Glazed Vitrified Tiles -Other Details As Per Invoice And Packing List,6
Porcelain Tiles (Size: 600X600 Mm),6
Glazed Vitrified Tiles As Per Inv. Tax Inv-Gstt/276 Dt.22.04.2024,6
Ceramic Glazed Coloured Floor Tiles Size: 300X300 Mm (1Box = 0.99 Sqm)(Rest As Per Inv),6
"Ceramic Glazed Floor Tiles Coloured Size: 600 X 600 Mm (4 Pcs/Box,1.44 Sqm/Box)(Other Details As Per Invoice)",6
Vitrified/Porcelain Tiles Size:60Cm X60Cm(1Box=1.44 Sqm) Other Details As Per Inv & Pl,6
Porcelain Tiles - 600X1200 Mm,6
Glazed Vitrified Tiles (Mazzini..... Remaining Details As Per Invoice),6
Polished Glazed Vitrified Tiles - (Size:80 X 80 Mm) - Other Details As Per Inv/Pkg List,6
Glazed Polished Ceramic Pvt (2832 Box),6
Glazed Vitrified Tiles (Polished)Vitrified Tiles 600X1200 Mm(Othr Dtls As Per Invoice),6
Glazed Vitrified Tiles Size 600X1200 Mm(As Per Invoice),6
Glazed Vitrified Tiles Size 600X600 Mm (As Per Invoice),6
Digital Printed Ceramic Glazed Wall Tiles(30 X 60 Cm)(Other Details Are As Per Invoice),6
"Porcelain Tiles, Unglazed (600X600 Mm) 4Pcs-In One Box, 1.44 Sq.Mtr} (Average Water Absortion +/-0.5%) ,Mfg-Gst-24Aapfk9",6
Glazed Vitrified Tiles As Per Inv. Tax Inv-Me/40 Dt.24.04.2024,6
Ceramic Glazed Wall Tiles (Size: 300X600Mm) (Palletised),6
Digital Glazed Porcelain Tiles Size : 800X1600 Mm (1 Box = 2.56 Sq.Mtr)(Rest Asper Inv),6
Ceramic Glazed Parking Tiles (Other Dtlsas Per Inv & Pl),6
Ceramic Glazed Vitrified Tiles(Other Dtls As Per Inv & Pl),6
Glaze Porcelain Tiles (4872 Box),6
Glazed Vitrified Tiles Of A Water Absorption Coefficient By Weight Not Exceeding0.5%(Oth. Det. As Per Inv.),5
Glazed Vitrified Tiles (Size: 600X600 Mm),5
Ceramic Glazed Floor Tiles,5
Export Under Lut Without Payment Of Integrated Tax (Igst) With Bond No As Lut Idno.-Ad240424010180W Date-03.04.2024,5
Ceramic Glazed Tiles-Details As Per Invoice,5
Glazed Stone Ceramic Tiles Other Dtls Asper Inv & P/List,5
Sample Set Digital Glazed Vitrified Tiles,5
Glazed Porcelain Tiles Average Water Absorption < 0.5% Other Details As Per Inv& Pl.,5
Glazed Vitrified Tiles 600X900 Mm Otherdetails As Per Inv Pl,5
Ceramic Glazed Wall Tiles Size: 250X375Mm (1Box = 0.75 Sqm)(Rest As Per Inv),5
Glazed Vitrified Tiles (600X600 Mm) Other Details As Per Invoice And Packing List,5
Glazed Vitrified Tiles (Size: 1200 X 1200 Mm) (Palletised),5
Digital Glazed Porcelain Floor Tiles Coloured(600X 1200)(Other Details Are As Per Invoice),5
Digital Glazed Vitrified Tiles.,5
Ceramic Glazed Vitrified Tiles (Other Details As Per Invoice & Packing List),5
Glazed Ceramic Wall Tiles (Size 300X600Mm) Brand Delta Other Details As Per Invand Pl,5
Glazed Vitrified Tiles - 800X1600 Mm,5
Ceramic Glazed Floor Tiles Coloured Other Details As Per Inv & Pl,5
Ceramic Glazed Vitrified Tiles.(Other Details As Per Invoice),5
Digital Glazed Porcelain Floor Tiles Coloured(600 X 1200)(Other Details Are As Per Invoice),5
Digital Glazed Wall Tiles- 300 X600Mm,5
Floor Tiles O/D As Per Inv/Pl,5
Vitrified Tiles(600X1200 Mm (Each Box 2Pcs.Pkg. 15.50 Sq.Ft.& 1.44 Sq.Mtr )(Other Details Are As Per Invoice),5
Glazed Vitrified Tiles (Size:600X1200 Mm) Other Dtls As Per Inv & Pl),5
Glazed Vitrified Tiles (As Per Inv),5
Porcelain Glazed Vitrified Tiles Od As Per Inv Pl,5
Ceramic Clazed Vitrified Tiles Size:600X1200Mm Other Dtls As Per Inv. Pl,5
"Porcelain Tiles Size:- 600X1200 Mm, Other Details As Per Inv & Pl.",5
Glazed Vitrified Floor Tiles Coloured (Palletised) (We Intnd Toclm Bnft Undr Rodtep),5
"Polished Glazed Vitrified Tiles,(Other Details As Per Invoice & Packing List)",5
Digital Glazed Vitrified Tiles O/D As Per Inv/Pl,5
Ceramic Glazed Wall Tiles 100X300 Mm / Matt (Other Details As Per Invoice And Packing List ),5
Unglazed Porcelain Tiles (Other Det.As Per Inv),5
Ceramic Glazed Wall Tiles Coloured Size:75Mm X300Mm(1Box=0.99Sqm)Water Absorption Coefficient By Weight Exceeding10%,5
Glazed Vitrified Tiles Other Details Asper Invoice And Packing List,5
"Porcelain Floor Tiles (Glazed), - O/D As Per Invoice & Packing List",5
Polished Glazed Vitrified Tiles O/D As Per Inv Pl,5
Glazed Porcelain Tiles (Other Details Asper Inv & Pl),5
Digital Glazed Porcelain Floor Tiles Coloured (Size:800X1600 Mm) And Other Details As Per Inv And Pl,5
Glazed Vitrified Tiles (Size: 60X120 Cm)Other Details As Per Inv & Pl,5
Glazed Vitrified Tiles Size:600X600Mmother Details As Per Inv & Pl,5
Ceramic Glazed Vitrified Tiles 60 Cm X 120 Cm,5
Digital Glazed Vitrified Tiles (Size: 600X1200 Mm) (Palletised) (We Intnd To Clmbnft Undr Rodtep Scheme),5
Glazed Porcelain Floor Tiles Size: 600X600 Mm Brand Delta,5
Ceramic Glazed Vitrified Tiles(Other Details Are As Per Invoice),5
Vitrified/Porcelain Tiles Size:60Cm X60Cm(1Box=1.44Sqm) Other Details As Per Inv& Pl,5
"Porcelain Tiles (Water Absorption Less Than 0.5%) Size: 600X1200 Mm (2 Pcs/Box),Other As Per Inv & Pl",5
Digital Printed Glazed Marble Series Ceramic Tiles (Size:60X120Cm) Other Detailsas Per Inv & Pl,5
Porcelain Glaze Vitrified Tiles (Size: 600X600 Mm) (Other Details As Per Invoice& Packing List),5
Glazed Vitrified Tiles (Size: 600 X 600Mm) (Palletised),5
Fullbody Vitrified Tiles,4
Ceramic Glaze Floor Tiles Coloured Size: 600 X 1200 Mm (1 Box = 1.44 Sq.Mtr)(Other Details As Per Invoice),4
Ceramic Glazed Wall Tiles -Details As Per Invoice,4
Digital Glazed Vitrified Tiles (Size : 600X1200 Mm) (We Intnd To Clm Bnft Undr Rodtep),4
Vitrified Tiles (Size:600X600 Mm) Otherdtls As Per Inv & Pl,4
"Vitrified/Porcelain Tiles-60Cm X 60Cm,1Box=1.44Sqm",4
As Per Packing List Packing In Pallet Glazed Vitrified Tiles Size 600X600X20Mm,4
Ceramic Glazed Wall Tiles (Digital Coloured) (Size : 300X600 Mm)(We Intnd To Clmbnft Undr Rodtep),4
Glazed Vitrified Tiles(300 Mm X 300 Mm)(Other Details Are As Per Invoice),4
Vitrified Glaze Tiles Size:600X1200 Mm (Other Dtls As Per Inv &P.List,4
Digital Printed Glazed Porcelain Tiles 1200X1200 Mm Supplier Gstn: 24Aancs3264L1Zy Inv No.U1/23-24/0012467 Dt:31/03/2024,4
Vitrified Tiles (Other Details As Per Invoice),4
Digital Glazed Porcelain Floor Tiles Coloured (Size:1200X1800X9 Mm) And Other Details As Per Inv And Pl,4
Glazed Vitrified Tiles 600X900X20 Otherdetails As Per Inv & Pl,4
Porcelain Tiles (Glazed),4
"Glazed Vitrified Tiles 600X1200Mm, / High Gloss (Other Details As Per Invoice And Packing List )",4
Glazed Wall Tiles,4
Porcelain Tiles (Size: 600X600 Mm) (Other Details As Per Invoice & Packing List),4
Polished Glazed Porcelain Tiles Size : 800X1600 Mm(1 Box = 2.56 Sq.Mtr)(Rest Asper Inv),4
(Glazed Vitrified Tiles For Sample) (Other Details As Per Inv & Pl),4
Glazed Ceramic Wall Tile-Detail As Per Invoice,4
Ceramic Vitrified Tiles (Step Riser Sets) Other Details As Per Inv & Pl,4
Glazed Vitrified Tiles `Pgvt` (Porcelaintile) Size 600X1200 Mm Other Details Asper Invoice And Packing List,4
Ceramic Glaze Wall Tiles Size:300X600Mmother Details As Per Inv & Pl,4
Polished Glazed Vitrified Tiles (Otherdtls As Per Inv & Pl),4
Polished Glaze Vitrified Tiles (Other Dtls As Per Inv & Pl),4
Glazed Vitrified Tiles `Pgvt` (Porcelaintile) Size 600X600 Mm Other Details Asper Invoice And Packing List,4
Glazed Vitrified Tiles(Polished) (Size:600X600 Mm),4
"Glazed Porcelain Tiles Size:600X1200 Mmpcs/ Box:2 Sqm/ Box:1.44,(Other Detailsas Per Inv & Pkg List)",4
Polished Porcelain Vitrified Tiles (Glazed Vitrified Tiles)(600X1200Mm)(Rest Asper Inv),4
Ceramic Glazed Floor Tiles (Size: 300X300 Mm),4
Digital Glazed Porcelain Tiles (Size:600X1200 Mm) And Other Details As Per Inv And Pl,4
Ceramic Glazed Wall Tiles (All Other Details As Per Invoice And Pl),4
Polished Glazed Vitrified Tiles - (Size:60 X 60 Mm) - Other Details As Per Inv/Pkg List,4
Glazed Vitrified Tiles (Size: 1000 X 1000 Mm) (Palletised),4
Ceramic Glazed Floor Tiles (Size: 600X600 Mm),4
"Polished Glazed Vitrified Tiles Size:600X 1200 Mm,(Other Details As Per Invoice& Packing List)",4
Vitrified Tiles (Nano Porcelain Tiles) Other Details As Per Inv & Pl,4
Ceramic Glazed Vitrified Tiles As Per Inv.,4
Ceramic Glazed Vitrified Tiles Size:600X1200Mm Gst:24Aedfs1465G1Z6 Inv-Exp/16 Dt:17.04.2024,4
"Soluble Salt Nano Tiles,Ceramic Glazed Vitrified Tiles Other Details As Per Inv",4
Glazed Ceramic Wall Tiles Other Detailsas Per Inv & Pl,4
Digital Glazed Porcelain Tiles Size : 600 X 1200 Mm (1 Box = 1.44 Sq.Mtr)(Rest As Per Inv),4
Glazed Vitrified Floor Tiles (Size:600X1200 Mm),4
"Coloured Ceramic Glazed Wall Tiles Size300Mm X 600Mm, I.E. 12""X24"" Packed 05 Tiles Per One Box Od As Per Inv & Pl",4
Polished Glazed Vitrified Tiles Size:600X600Mm Other Dtls As Per Inv & Pl,4
Porcelain / Vitrified Tiles Size:600Mm X600Mm(1Box=1.44Sqm)Other Details As Perinv & Pl,4
Ceramic Glazed Wall Tiles (Other Dtls Asper Inv & Pl),4
Glazed Vitrified Tiles (Other Details Asper Inv And Pkl),4
Digital Printed Ceramic Glazed Porcelain Tiles 30 X 60 Cm,4
Porcelain Glazed Vitrified Tiles Other Details As Per Inv,4
"Digital Glazed Porcelain (Vitrified) Tile Size:600X1200 Mm Mfg-M/S Itoli Granitollp Inv No-Gstt/84,Dt-16.04.2024 Gst No",4
Ceramic Glazed Wall Tiles (Other Dtls Asper Inv & Plist,4
30X60 Cm High Deep Vitrified Wall Tilesas Per Invoice,4
Ceramic Glazed Wall Tiles (Size: 300X300Mm),4
Ceramic Glazed Tiles (Size: 300X600 Mm),4
Ceramic Glazed Wall Tiles (Size: 300X450Mm),4
Digital Glazed Porcelain Tiles 600X1200Mm Packed In Box Contain 02 Pcs (As Perinvoice),4
Glazed Vitrified Tiles Size : 600X1200 Mm - Other Details As Per Inv Plist,4
Glazed Vitrified Tiles (Other Details Asper Inv Pl),4
"Ceramic Vitrified Tiles Size 600X600 Mm,Other Details As Per Inv & Pl",4
"Ceramic Glazed Floor Tiles Coloured Size : 600 X 600 Mm (4 Pcs/Box,1.44 Sqm/Box)(Other Details As Per Invoice)",4
Ceramic Glazed Parking Tiles 400 X 400 (Other Details As Per Invoice & Packing List),4
"Ceramic Glazed Floor Tiles Coloured Size : 400 X 400 Mm (5 Pcs/Box,0.80 Sqm/Box)(Other Details As Per Invoice)",4
Ceramic Glazed Vitrified Tiles Size: 600X1200 Mm (As Per Inv),4
"Ceramic Glazed Vitrified Tiles (Water Absorption Less Than 0.5%) Size: 600X1200Mm (2 Pcs/Box), O/D As Per Inv & Pl",4
Porcelain Floor Tiles (Glazed) - Other Details As Per Invoice & Packing List,4
Gvt Glossy Tiles (All Other Details As Per Invoice And Pl),4
Glazed Vitrified Tiles `Pgvt` Porcelaintile (Glossy) Size- 600X1200 Mm Other Details As Per Invoice & Packing List,4
"Polished Glazed Porcelain Tiles, (Size :600X600 Mm) Other Details As Per Inv And Pl",4
Porcelain Glazed Vitrified Tiles (Size:200 X 1200 Mm) (Palletised),4
Glazed Ceramic Tiles Size 600Mm X 600Mm1 Box = 4 Pcs (Per Box 1.44 Sqmtrs) Asper Invoice,4
Digital Glazed Vitrified Tiles (Size: 800X1600 Mm) (Gst No: 24Abpfm6811P1Zn),4
Glazed Porcelain Floor Tiles (Size 600X600 Mm) Brand Delta Other Details As Perinv And Pl,4
"Ceramic Wall Tiles,Size:10X20 Cm,O/D Asper Inv & Pl",4
Ceramic Glazed Vitrified Tiles Size: 600X600 Mm,4
Polished Glazed Vitrified Tiles Size:- 600X1200Mm (Other Details As Per Inv),4
Glazed Vitrified Tiles : 1200 X 1200 Mm,4
"Said To Contain Glazed Porcelain Tiles Size: 1200X1200 Mm, Glossy Other Dtls Asper Inv & P.List",4
"Ceramic Glazed Wall Tiles Coloured Size: 300 X 600 Mm (5 Pcs/Box,0.90 Sqm/Box)Other Details As Per Inv & Pl",4
Ceramic Glazed Tiles (Other Details As Per Inv),4
Polished Glazed Vitrified Tiles 60X120Cmo/D As Per Inv/Pl,4
Ceramic Glazed Tiles (Other Details As Per Invoice & Packing List),4
Porcelain Glazed Vitrified Floor Tiles (Other Details As Per Inv And Pkg),4
Digital Glazed Porcelain Floor Tiles Coloured- 800 X800Mm,4
Porcelain Glazed-Details As Per Invoice,4
Glazed Ceramic Wall Tiles Size: 250X400Mm Brand Delta,4
Glazed Vitrified Floor Tiles Size:600X1200 ( 1 Box = 2 Pcs ) Mfg-Marbilano Tiles Llp Gst- 24Abcfm7007N1Z6 Inv- Mtl/24-2,4
Glazed Vitrified Tiles (Pgvt Vitrified Tiles) Other Detail As Per Invoice And Packing List,4
Porcelain Glaze Vitrified Tiles 600X1200Mm As Per Invoice,4
Polished Glazed Vitrified Tiles Size: 200X1200 Mm (1Box = 1.20 Sqm)(Rest As Perinv),4
Ceramic Glazed Wall Tiles Coloured Size:100Mm X300Mm(1Box=1.20Sqm) Other Detailsas Per Inv & Pl,4
Wall Tiles (Palletised) (All Details Asper Inv & P/List),4
Glazed Vitrified Tiles Other Details Asper Inv. Factory Inv No.Vz/11 Dt.25.04.2024. Size-60X120 Cm.,4
Ceramic Glazed Wall Tiles(300 Mm X 600 Mm)(Other Details Are As Per Invoice),4
Polished Glazed Vitrified Tiles,4
Porcelain Tiles Size - 600X1200X9 (Otherdtls As Per Inv Pkg List),4
Porcelain Glazed Slabs (Water Absorptionpercentage=Not Exceeding 0.5%) (Pltsd),4
"Glazed Procelain Tiles, Size : (Cm) 60 X 120 (Rest Details As Per Inv & Pl )",4
"Said To Contain Glazed Porcelain Tiles Size: 1000X1000 Mm, Glossy Other Dtls Asper Inv & P.List",4
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:1200X1200 Mm Tax Inv.Gst/2425-103 Dt.11.04.2024,4
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:600X1200 Mmtax Inv.Sf 94 Dt.11.04.2024,4
Sample Glazed Vitrified Tiles (Other Details As Per Invoice),4
Ceramic Glazed Tiles (300X300 Mm - 10 Pcs Packing),4
Glazed Vitrified Tiles (Polished) Size:-600X600Mm = 4 Pcs/Box = 1.44 Sqm,4
"Vitrified Tiles Size : 600X600 Mm (1 Box= 1.44 Sq.Mtrs.) As Per Inv,Pl",4
Glazed Vitrified Tiles (Size: 600 X 1200Mm) (Palletised),4
Samples Tiles(Other Details Are As Per Invoice),4
Glazed Vitrified Tiles - 600X1200 Mm (O/D As Per Inv-Pkg),4
Ceramic Glazed Wall Tiles (Size: 300X450Mm) (Palletised),4
Full Body Porcelain Tiles 290 Arrow (1 Box = 0.0988 Sq.Mtr)(Rest As Per Inv),4
Digital Glazed Vitrified Tiles (Size : 300 X 600 Mm) (Palletised),4
"Digital Printed Glazed Porcelain Tiles 1200X1200 Mm,Supplier Gstn:24Aancs3264L1Zy Inv No.U1/23-24/0012467 Dt:31/03/2024",4
Digital Glazed Vitrified Tiles Size:600X1200 Mm Mfg-Gst:24Aegfs3591G1Zw Inv.No.Gst/451 Dt:25.04.2024,4
Subway Tiles Other Detail As Per Inv Andpacking List,4
Polished Glazed Vitrified Tiles (As Perinv). Tax Inv-Gstt/160 Dt.10.04.2024,4
Polished Glazed Vitrified Tiles Size: 600X600 Mm (As Per Inv).,3
Porcelain Glazed Vitrified Tile (Size :80X80Cm) Other Dtl As Per Inv Pl,3
Glazed Porcelain Tiles (Size: 600X900 Mm) (Other Details As Per Invoice & Packing List),3
Ceramic Glazed Tiles Digital Glazed Vitrified Tiles- 600 X1200Mm,3
( Glazed Vitrified Tiles / Porcelain Tiles ) Size 598 X 1198 Mm,3
Glazed Polished Porcelain Tiles Of A Water Absorp Coefficient Weight Not Exceeding 0.5% Size 600X600 Od As Per Inv & Pl,3
"Digital Glazed Ti Les (Size : 600 X 1200Mm ,3712 Boxes) (All Other Details As Per Invoice And Pl)",3
Glazed Vitrified Floor Tiles Size:600X1200 ( 1 Box = 2Pcs ) Mfg-Itacon Granitopvt Ltd Gst: 24Aaeci4020M1Zr Inv:Gstt/91,3
Nano Soulble Salt Tiles (Other Dtls Asper Inv & P.List,3
Digital Glazed Vitrified Tiles (Digitalglazed Porcelain Tiles) Size:600X600 Mmtax Inv.93 Dt.11.04.2024,3
Ceramic Parking Tiles Size : 400X400Mm(1Box = 0.80 Sq.Mtr)(Rest As Per Inv),3
"Glazed Vitrified Full Body Size:600X1200 ( 1 Box = 2 Pcs ), Mfg-Marfil Tiles Llp Gst-24Abofm6290M1Zl Inv-Gstt/303 Dt:-1",3
Digital Printed Ceramic Glazed Vitrifiedtiles(60 X 120 Cm)(Other Details Are Asper Invoice),3
Digital Printed Ceramic Glazed Vitrifiedtiles(120 X 120 Cm)(Other Details Are As Per Invoice),3
Polished Glazed Vitrified Tiles (Other Details As Per Invoice). Tax Inv No. Mexp/23 Dt. 10.04.2024,3
Polished Glazed Vitrified Tiles (Other Details As Per Invoice). Tax Inv No. Mexp/24 Dt. 10.04.2024,3
Glazed Vitrified Tiles As Per Inv. Tax Inv-Gstt/8 Dt.03.04.2024,3
Ceramic Glazed Wall Tiles As Per Inv. Tax Inv-2024-25/0004 Dt.03.04.2024,3
Glazed Vitrified Tiles (Other Details Asper Inv). Tax Inv No.Me/45 Dt.25.04.2024. Tiles Size: 60X60 Cm,3
Glazed Vitrified Tiles (Other Details Asper Inv). Tax Inv No.Me/17 Dt.25.04.2024. Tiles Size: 30X60 Cm,3
"Ceramic Glazed Wall Tiles Size 250X375 Mm, Other Details As Per Inv & Pl",3
Full Body Porcelian Tiles Size : 300 X 600 Mm (9 Mm) (1 Box = 0.90 Sq.Mtr)(Restas Per Inv),3
Digital Printed Polished Glazed Porcelain Tiles (Rest As Per Inv),3
Ceramic Glazed Tiles Digital Glazed Walltiles 300X450Mm,3
Ceramic Glazed Tiles Digital Glazed Floor Tiles 300X300Mm,3
Glazed Vitrified Tiles (Other Details Asper Inv). Tax Inv No.Me/12 Dt.25.04.2024. Tiles Size: 60X120 Cm,3
Glazed Porcelian Floor Tiles Design Code Carving (600X1200) Mm Other Details As Per Invoice And Packing List,3
Glazed Polished Ceramic Pvt (944 Box),3
Unglazed Vitrified Tiles Size:600X600 Mmas Per Inv. Tax Inv No.Gstt/138 Dt.20.04.2024,3
Polished Glazed Vitrified Tiles (Other Details As Per Invoice). Tax Inv No. Mexp/27 Dt. 11.04.2024,3
Ceramic Wall Tiles (Mazzini..... Remaining Details As Per Invoice),3
Ceramic Glazed Wall Tiles Size 300X450Mm1 Box =0.81 Sq.Mtr 6 Pcs Per Box Otherdetails As Per Inv And Pl,3
"Ceramic Glazed Wall Tiles Coloured Size: 300 X 300 Mm (11 Pcs/Box,0.99 Sqm/Box)(Other Details As Per Invoice)",3
Glazed Vitrified Tiles - 800X600 Mm Other Details As Per Inv & Pl,3
Ceramic Floor Tiles Size: 396X396 Mm (6Pcs/Box),3
Polished Vitrified Tiles O/D As Per Invpl,3
Glazed Polished Ceramic Pvt (947 Box),3
Porcelain Tiles (Size: 600X1200 Mm) (Palletised),3
Glaze Porcelain Tiles (1768 Box),3
Glazed Polished Ceramic Pvt (720 Box),3
Ceramic Glazed Vitrified Tiles (Size: 200X1200 Mm) (Palletised),3
Ceramic Glazed Vitrified Tiles -& (Sample (F.O.C.) 5 Boxes) Other Details As Perinvoice And Packing List,3
Ceramic Glazed Vitrified Tiles -& (Mix Size Sample (F.O.C.) 15 Boxes) Other Details As Per Invoice And Packing List,3
Ceramic Glazed Vitrified Tiles -& (Mix Size Sample (F.O.C.) 5 Boxes) Other Details As Per Invoice And Packing List,3
Ceramic Glazed Wall Tiles Coloured Size:100Mm X200Mm(1Box=1.00Sqm)Water Absorption Coefficient By Weight Exceeding10%,3
Digital Printed Coloured Glazed Porcelain Tiles 600X1200Mm [1 Box = 2 Pcs = 1.44M2 (Sqm/Box)(Rest As Per Inv),3
Unglazed Vitrified Tiles (Polished (Size: 600X600 Mm) (Palletised),3
